workload	metric	unit	baseline_n	baseline_mean	baseline_min	baseline_max	baseline_sd	f2load_n	f2load_mean	f2load_min	f2load_max	f2load_sd	absolute_mean_difference	mean_difference_pct	percentage_point_difference	f2load_mean_in_baseline_range
C	data_cache_hit_pct	%	10	62.79511400493482	62.496827995677904	63.45721777144359	0.2757020793142722	9	64.83231975772813	63.50193462558966	67.4876369174595	1.3166655318220497	2.0372057527933123	3.244210612681142	2.0372057527933123	False
C	compaction_read_bytes	bytes	10	0	0	0	0.0	9	0	0	0	0.0	0			True
C	compaction_write_bytes	bytes	10	0	0	0	0.0	9	0	0	0	0.0	0			True
C	compaction_read_bytes_per_op	bytes/op	10	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0			True
C	compaction_write_bytes_per_op	bytes/op	10	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0			True
C	flush_write_bytes_per_op	bytes/op	10	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0			True
C	device_read_ios	I/Os	10	113097005.7	106715794	115985523	2597862.7634762498	9	106423980.77777778	92739650	116019913	7353767.801253191	-6673024.922222227	-5.900266661279274		False
C	device_write_ios	I/Os	10	41.3	37	47	3.020301677353145	9	43.22222222222222	38	54	4.352521619066865	1.9222222222222243	4.654291094969065		True
C	device_read_bytes	bytes	10	939636423065.6	887231082496	963361243136	21341876956.115974	9	884296161507.5555	771905146880	963096653824	60390911699.2351	-55340261558.04443	-5.8895398474970495		False
C	device_write_bytes	bytes	10	1883340.8	1871872	1900544	10888.47983267943	9	1576049.7777777778	1544192	1617920	19078.06018557559	-307291.0222222223	-16.316272775602926		False
C	device_read_bytes_per_op	bytes/op	10	1956.3681505529528	1953.2827622585007	1957.8569655567244	1.6850122869447859	9	1956.7976916262537	1950.430398751125	1962.3239125972837	4.0767920663851225	0.42954107330092484	0.021956045092008658		True
C	device_write_bytes_per_op	bytes/op	10	0.0039228950207168	0.0038307504696592676	0.00412879573827971	8.525184120761413e-05	9	0.0035007263563418397	0.0032040935199984127	0.003923250746698815	0.00022004066259660133	-0.0004221686643749601	-10.761661021910818		False
D	throughput_ops_sec	ops/s	10	2669989.9	2624828.0	2703271.0	21862.28680958249	9	2658780.6666666665	2611562.0	2731411.0	35829.462715759495	-11209.233333333395	-0.4198230612532772		True
D	avg_latency_us	us	10	17.9777	17.755	18.285	0.14775283415217474	9	18.055666666666667	17.573	18.379	0.240483887194132	0.07796666666666852	0.4336854362163578		True
D	filter_checks_per_get	checks/Get	10	1.077842168739171	0.9909158342689136	1.1760335788008338	0.05478514150009796	9	1.0808636716668345	0.9042785553646864	1.1790010820145083	0.08757101916368684	0.0030215029276634553	0.2803288844412055		True
D	positive_lookup_pct	%	10	92.07379417236083	92.04273838590088	92.09637059176566	0.014923035370034407	9	91.99280691859028	91.94241760467963	92.03870125290864	0.027584979604421928	-0.08098725377055871	-0.08795907076334375	-0.08098725377055871	False
D	bloom_false_positive_pct	%	10	0.9587435246802288	0.860402843443934	1.0245342549352814	0.04860175925296417	9	0.9793044296343452	0.7997662797547294	1.1188383859562068	0.09606321518812763	0.020560904954116332	2.1445678040927563	0.020560904954116332	True
D	data_cache_misses_per_op	misses/op	10	0.15175855601616609	0.15162905414155226	0.1519293121006298	0.00010173194675031503	9	0.15138096388323116	0.15107402228113445	0.15173966317094034	0.0002505489955424476	-0.000377592132934923	-0.24881110024181918		False
D	data_cache_hit_pct	%	10	62.92907513134736	62.7736799070448	63.14512028132337	0.12980292574390348	9	62.88630435633405	62.73131628149058	62.995022951151384	0.0718068138093894	-0.0427707750133095	-0.06796663533357172	-0.0427707750133095	True
