system	arm	workload	window_sec	start_sec_exclusive	end_sec_inclusive	sample_count	mean_nominal_qps	min_nominal_qps	max_nominal_qps
baseline	n04	E	60	240	300	60	108788.68333333333	106038	110836
baseline	r01	E	30	0	30	30	91794.03333333334	64760	105757
baseline	r01	E	30	30	60	30	102482.33333333333	78600	110447
baseline	r01	E	30	60	90	30	109159.13333333333	107480	110556
baseline	r01	E	30	90	120	30	109389.46666666666	107168	110661
baseline	r01	E	30	120	150	30	108722.63333333333	107618	110579
baseline	r01	E	30	150	180	30	109234.8	107798	110516
baseline	r01	E	30	180	210	30	109324.46666666666	107612	110542
baseline	r01	E	30	210	240	30	108474	107240	109936
baseline	r01	E	30	240	270	30	108774.83333333333	105640	110338
baseline	r01	E	30	270	300	30	108471.6	104901	110643
baseline	r01	E	60	0	60	60	97138.18333333333	64760	110447
baseline	r01	E	60	60	120	60	109274.3	107168	110661
baseline	r01	E	60	120	180	60	108978.71666666666	107618	110579
baseline	r01	E	60	180	240	60	108899.23333333334	107240	110542
baseline	r01	E	60	240	300	60	108623.21666666666	104901	110643
baseline	r02	E	30	0	30	30	91426	64959	105455
baseline	r02	E	30	30	60	30	103404.03333333334	79544	110997
baseline	r02	E	30	60	90	30	109502.96666666666	107813	110694
baseline	r02	E	30	90	120	30	109667.93333333333	107963	110973
baseline	r02	E	30	120	150	30	108894.1	107642	110647
baseline	r02	E	30	150	180	30	109463.73333333334	108160	111072
baseline	r02	E	30	180	210	30	109469.66666666667	107845	110968
baseline	r02	E	30	210	240	30	108816.4	107552	110446
baseline	r02	E	30	240	270	30	109033.43333333333	105727	110154
baseline	r02	E	30	270	300	30	108977.43333333333	106453	110966
baseline	r02	E	60	0	60	60	97415.01666666666	64959	110997
baseline	r02	E	60	60	120	60	109585.45	107813	110973
baseline	r02	E	60	120	180	60	109178.91666666667	107642	111072
baseline	r02	E	60	180	240	60	109143.03333333334	107552	110968
baseline	r02	E	60	240	300	60	109005.43333333333	105727	110966
baseline	run3	E	30	0	30	30	90677.23333333334	64480	104924
baseline	run3	E	30	30	60	30	103039.63333333333	79923	110310
baseline	run3	E	30	60	90	30	109001.2	107359	110390
baseline	run3	E	30	90	120	30	109280.9	107334	110523
baseline	run3	E	30	120	150	30	108568.46666666666	107428	110650
baseline	run3	E	30	150	180	30	109146.4	107731	110436
baseline	run3	E	30	180	210	30	109284.7	107475	110453
baseline	run3	E	30	210	240	30	108697	107497	110101
baseline	run3	E	30	240	270	30	108901.26666666666	107718	110115
baseline	run3	E	30	270	300	30	109054.4	107392	110375
baseline	run3	E	60	0	60	60	96858.43333333333	64480	110310
baseline	run3	E	60	60	120	60	109141.05	107334	110523
baseline	run3	E	60	120	180	60	108857.43333333333	107428	110650
baseline	run3	E	60	180	240	60	108990.85	107475	110453
baseline	run3	E	60	240	300	60	108977.83333333333	107392	110375
f2load	f01	E	30	0	30	30	87666	62799	101457
f2load	f01	E	30	30	60	30	101528.6	80326	108221
f2load	f01	E	30	60	90	30	106438.46666666666	104777	107477
f2load	f01	E	30	90	120	30	106265.26666666666	104604	107797
f2load	f01	E	30	120	150	30	105679.16666666667	104216	107364
f2load	f01	E	30	150	180	30	106396.5	105324	108208
f2load	f01	E	30	180	210	30	106125.96666666666	104562	107303
f2load	f01	E	30	210	240	30	105493.3	104506	107060
f2load	f01	E	30	240	270	30	106177.96666666666	104439	107335
f2load	f01	E	30	270	300	30	105640.76666666666	103467	107844
f2load	f01	E	60	0	60	60	94597.3	62799	108221
f2load	f01	E	60	60	120	60	106351.86666666667	104604	107797
f2load	f01	E	60	120	180	60	106037.83333333333	104216	108208
f2load	f01	E	60	180	240	60	105809.63333333333	104506	107303
f2load	f01	E	60	240	300	60	105909.36666666667	103467	107844
f2load	f02	E	30	0	30	30	88679.36666666667	63005	103341
f2load	f02	E	30	30	60	30	103886.63333333333	81678	109921
f2load	f02	E	30	60	90	30	108283.63333333333	105972	109810
f2load	f02	E	30	90	120	30	108270.26666666666	106019	109875
f2load	f02	E	30	120	150	30	107632.76666666666	106629	109408
f2load	f02	E	30	150	180	30	108239.66666666667	106224	109552
f2load	f02	E	30	180	210	30	108178.26666666666	106858	109553
f2load	f02	E	30	210	240	30	107496.23333333334	106295	109038
f2load	f02	E	30	240	270	30	107912.7	106464	109086
f2load	f02	E	30	270	300	30	107742.43333333333	104814	109894
f2load	f02	E	60	0	60	60	96283	63005	109921
f2load	f02	E	60	60	120	60	108276.95	105972	109875
f2load	f02	E	60	120	180	60	107936.21666666666	106224	109552
f2load	f02	E	60	180	240	60	107837.25	106295	109553
f2load	f02	E	60	240	300	60	107827.56666666667	104814	109894
f2load	f03	E	30	0	30	30	90930.53333333334	64077	104509
f2load	f03	E	30	30	60	30	102369.03333333334	78755	110196
f2load	f03	E	30	60	90	30	108656.1	106795	110254
f2load	f03	E	30	90	120	30	108692.36666666667	106822	109991
f2load	f03	E	30	120	150	30	107851.33333333333	106622	109577
f2load	f03	E	30	150	180	30	108484.46666666666	107076	110110
f2load	f03	E	30	180	210	30	108413.16666666667	106466	109613
f2load	f03	E	30	210	240	30	107905.2	106846	109484
f2load	f03	E	30	240	270	30	108036.66666666667	106875	109403
f2load	f03	E	30	270	300	30	108401.43333333333	106858	109736
f2load	f03	E	60	0	60	60	96649.78333333334	64077	110196
f2load	f03	E	60	60	120	60	108674.23333333334	106795	110254
f2load	f03	E	60	120	180	60	108167.9	106622	110110
f2load	f03	E	60	180	240	60	108159.18333333333	106466	109613
f2load	f03	E	60	240	300	60	108219.05	106858	109736
f2load	f04	E	30	0	30	30	90265.73333333334	67176	105471
f2load	f04	E	30	30	60	30	104423.33333333333	82389	111096
f2load	f04	E	30	60	90	30	109350.63333333333	107682	110556
f2load	f04	E	30	90	120	30	109497	107703	110571
f2load	f04	E	30	120	150	30	108728.16666666667	107449	110515
f2load	f04	E	30	150	180	30	109199.8	107445	110578
f2load	f04	E	30	180	210	30	109334.26666666666	107923	110663
f2load	f04	E	30	210	240	30	108780.6	107674	110537
f2load	f04	E	30	240	270	30	108838.23333333334	107536	110554
f2load	f04	E	30	270	300	30	109157.96666666666	106928	110345
f2load	f04	E	60	0	60	60	97344.53333333334	67176	111096
f2load	f04	E	60	60	120	60	109423.81666666667	107682	110571
f2load	f04	E	60	120	180	60	108963.98333333334	107445	110578
f2load	f04	E	60	180	240	60	109057.43333333333	107674	110663
f2load	f04	E	60	240	300	60	108998.1	106928	110554
f2load	f05	E	30	0	30	30	89759.73333333334	63937	104097
f2load	f05	E	30	30	60	30	103443.13333333333	81827	109858
f2load	f05	E	30	60	90	30	108382.63333333333	106416	109729
f2load	f05	E	30	90	120	30	108525.46666666666	106483	109981
f2load	f05	E	30	120	150	30	107859.63333333333	106532	109539
f2load	f05	E	30	150	180	30	108336.86666666667	106724	109552
f2load	f05	E	30	180	210	30	108405.96666666666	106943	109711
f2load	f05	E	30	210	240	30	107773.9	106640	109426
f2load	f05	E	30	240	270	30	108042.1	106936	109186
f2load	f05	E	30	270	300	30	108197.03333333334	106810	109476
f2load	f05	E	60	0	60	60	96601.43333333333	63937	109858
f2load	f05	E	60	60	120	60	108454.05	106416	109981
f2load	f05	E	60	120	180	60	108098.25	106532	109552
f2load	f05	E	60	180	240	60	108089.93333333333	106640	109711
f2load	f05	E	60	240	300	60	108119.56666666667	106810	109476
f2load	f06	E	30	0	30	30	92083.8	63055	107034
f2load	f06	E	30	30	60	30	103181.16666666667	79687	110998
f2load	f06	E	30	60	90	30	109582.46666666666	107880	110877
f2load	f06	E	30	90	120	30	109729.13333333333	107548	110843
f2load	f06	E	30	120	150	30	109124.13333333333	107762	111130
f2load	f06	E	30	150	180	30	109394	107816	110828
f2load	f06	E	30	180	210	30	109743.86666666667	108405	111004
f2load	f06	E	30	210	240	30	109115.46666666666	108066	110759
f2load	f06	E	30	240	270	30	109081.46666666666	107723	110419
f2load	f06	E	30	270	300	30	109630.46666666666	107687	110919
f2load	f06	E	60	0	60	60	97632.48333333334	63055	110998
f2load	f06	E	60	60	120	60	109655.8	107548	110877
f2load	f06	E	60	120	180	60	109259.06666666667	107762	111130
f2load	f06	E	60	180	240	60	109429.66666666667	108066	111004
f2load	f06	E	60	240	300	60	109355.96666666666	107687	110919
f2load	f07	E	30	0	30	30	89883.16666666667	63642	104315
f2load	f07	E	30	30	60	30	104464.53333333334	82370	110741
f2load	f07	E	30	60	90	30	109145.93333333333	107212	110540
f2load	f07	E	30	90	120	30	109165.66666666667	106978	110569
f2load	f07	E	30	120	150	30	108477.1	107178	110091
f2load	f07	E	30	150	180	30	108964.4	107488	110701
f2load	f07	E	30	180	210	30	108995.03333333334	107232	110561
f2load	f07	E	30	210	240	30	107994.13333333333	105889	109580
f2load	f07	E	30	240	270	30	108495.86666666667	105578	110162
f2load	f07	E	30	270	300	30	108229.06666666667	104900	110536
f2load	f07	E	60	0	60	60	97173.85	63642	110741
f2load	f07	E	60	60	120	60	109155.8	106978	110569
f2load	f07	E	60	120	180	60	108720.75	107178	110701
f2load	f07	E	60	180	240	60	108494.58333333333	105889	110561
f2load	f07	E	60	240	300	60	108362.46666666666	104900	110536
f2load	f08	E	30	0	30	30	90414.2	65665	104353
f2load	f08	E	30	30	60	30	102685.1	80404	109685
f2load	f08	E	30	60	90	30	108808.3	107565	110063
f2load	f08	E	30	90	120	30	109011.26666666666	107137	110514
f2load	f08	E	30	120	150	30	108391.13333333333	107331	110048
f2load	f08	E	30	150	180	30	108802.63333333333	107303	110431
f2load	f08	E	30	180	210	30	108978.8	107051	110565
f2load	f08	E	30	210	240	30	108228.83333333333	107197	109992
f2load	f08	E	30	240	270	30	108161.66666666667	104396	109778
f2load	f08	E	30	270	300	30	108565.8	106296	110481
f2load	f08	E	60	0	60	60	96549.65	65665	109685
f2load	f08	E	60	60	120	60	108909.78333333334	107137	110514
f2load	f08	E	60	120	180	60	108596.88333333333	107303	110431
f2load	f08	E	60	180	240	60	108603.81666666667	107051	110565
f2load	f08	E	60	240	300	60	108363.73333333334	104396	110481
f2load	f09	E	30	0	30	30	90083.9	63998	104071
f2load	f09	E	30	30	60	30	103176.56666666667	81786	109836
f2load	f09	E	30	60	90	30	108538.73333333334	106989	109953
f2load	f09	E	30	90	120	30	108700.8	106957	110251
f2load	f09	E	30	120	150	30	107921.5	106766	109743
f2load	f09	E	30	150	180	30	108484.33333333333	106853	110120
f2load	f09	E	30	180	210	30	108546.76666666666	106637	109828
f2load	f09	E	30	210	240	30	107841.86666666667	106588	109692
f2load	f09	E	30	240	270	30	108390.66666666667	106578	109581
f2load	f09	E	30	270	300	30	107942.16666666667	104809	110012
f2load	f09	E	60	0	60	60	96630.23333333334	63998	109836
f2load	f09	E	60	60	120	60	108619.76666666666	106957	110251
f2load	f09	E	60	120	180	60	108202.91666666667	106766	110120
f2load	f09	E	60	180	240	60	108194.31666666667	106588	109828
f2load	f09	E	60	240	300	60	108166.41666666667	104809	110012
f2load	f10	E	30	0	30	30	91899.96666666666	67059	105903
f2load	f10	E	30	30	60	30	103311.7	80483	110484
f2load	f10	E	30	60	90	30	109355.3	107831	110839
f2load	f10	E	30	90	120	30	109615	107724	110892
f2load	f10	E	30	120	150	30	108992.33333333333	108083	110631
f2load	f10	E	30	150	180	30	109239.5	107735	110842
f2load	f10	E	30	180	210	30	109498.53333333334	108081	110918
f2load	f10	E	30	210	240	30	108753.73333333334	107451	110330
f2load	f10	E	30	240	270	30	108869.5	106858	110390
f2load	f10	E	30	270	300	30	108979.43333333333	106903	110397
f2load	f10	E	60	0	60	60	97605.83333333333	67059	110484
f2load	f10	E	60	60	120	60	109485.15	107724	110892
f2load	f10	E	60	120	180	60	109115.91666666667	107735	110842
f2load	f10	E	60	180	240	60	109126.13333333333	107451	110918
f2load	f10	E	60	240	300	60	108924.46666666666	106858	110397
baseline	b01	F	30	0	30	30	595895.8666666667	442593	788581
baseline	b01	F	30	30	60	30	539905.7333333333	383134	699387
baseline	b01	F	30	60	90	30	598986.1333333333	446582	689260
baseline	b01	F	30	90	120	30	609110.3666666667	525028	672719
baseline	b01	F	30	120	150	30	613372.5666666667	522244	685130
baseline	b01	F	30	150	180	30	605937.6	510847	687908
baseline	b01	F	30	180	210	30	607087.6	535067	690517
baseline	b01	F	30	210	240	30	612794.9666666667	508307	683741
baseline	b01	F	30	240	270	30	600917.7	363595	672854
baseline	b01	F	30	270	300	29	624495.5862068966	517777	672211
baseline	b01	F	60	0	60	60	567900.8	383134	788581
baseline	b01	F	60	60	120	60	604048.25	446582	689260
baseline	b01	F	60	120	180	60	609655.0833333334	510847	687908
baseline	b01	F	60	180	240	60	609941.2833333333	508307	690517
baseline	b01	F	60	240	300	59	612506.8305084746	363595	672854
baseline	b02	F	30	0	30	30	598245.2333333333	488543	830787
baseline	b02	F	30	30	60	30	539269.3666666667	444727	656421
baseline	b02	F	30	60	90	30	606592.2	476869	679636
baseline	b02	F	30	90	120	30	614255.7666666667	498618	687902
baseline	b02	F	30	120	150	30	632766.7666666667	557797	693469
baseline	b02	F	30	150	180	30	610590.9666666667	505363	765007
baseline	b02	F	30	180	210	30	617848.2666666667	512681	677578
baseline	b02	F	30	210	240	30	611191.5333333333	478577	664268
baseline	b02	F	30	240	270	30	614057.0666666667	476209	716475
baseline	b02	F	30	270	300	30	594086.3	524404	677976
baseline	b02	F	60	0	60	60	568757.3	444727	830787
baseline	b02	F	60	60	120	60	610423.9833333333	476869	687902
baseline	b02	F	60	120	180	60	621678.8666666667	505363	765007
baseline	b02	F	60	180	240	60	614519.9	478577	677578
baseline	b02	F	60	240	300	60	604071.6833333333	476209	716475
baseline	b03	F	30	0	30	30	603285.1	457906	771087
baseline	b03	F	30	30	60	30	539507.8666666667	408807	681678
baseline	b03	F	30	60	90	30	615984.0666666667	516278	692513
baseline	b03	F	30	90	120	30	598264.6333333333	469332	676221
baseline	b03	F	30	120	150	30	610688.1666666666	557254	686780
baseline	b03	F	30	150	180	30	616207.3666666667	471220	692697
baseline	b03	F	30	180	210	30	600711.1666666666	541377	674099
baseline	b03	F	30	210	240	30	607556.5666666667	515657	679518
baseline	b03	F	30	240	270	30	613751.4	380667	708807
baseline	b03	F	30	270	300	30	613515.7333333333	527560	686700
baseline	b03	F	60	0	60	60	571396.4833333333	408807	771087
baseline	b03	F	60	60	120	60	607124.35	469332	692513
baseline	b03	F	60	120	180	60	613447.7666666667	471220	692697
baseline	b03	F	60	180	240	60	604133.8666666667	515657	679518
baseline	b03	F	60	240	300	60	613633.5666666667	380667	708807
baseline	n01	F	30	0	30	30	589172.0666666667	420782	810798
baseline	n01	F	30	30	60	30	543653.5333333333	429402	639373
baseline	n01	F	30	60	90	30	625652	456547	692171
baseline	n01	F	30	90	120	30	614590.6666666666	522791	683241
baseline	n01	F	30	120	150	30	620917.4666666667	498429	730731
baseline	n01	F	30	150	180	30	617370.1	513928	699305
baseline	n01	F	30	180	210	30	604150.8333333334	451027	694235
baseline	n01	F	30	210	240	30	626862.3666666667	570940	684791
baseline	n01	F	30	240	270	30	618650.6666666666	513519	696828
baseline	n01	F	30	270	300	30	615747.8666666667	529791	683966
baseline	n01	F	60	0	60	60	566412.8	420782	810798
baseline	n01	F	60	60	120	60	620121.3333333334	456547	692171
baseline	n01	F	60	120	180	60	619143.7833333333	498429	730731
baseline	n01	F	60	180	240	60	615506.6	451027	694235
baseline	n01	F	60	240	300	60	617199.2666666667	513519	696828
baseline	n02	F	30	0	30	30	594146.2	472679	800402
baseline	n02	F	30	30	60	30	581025.4333333333	455679	676238
baseline	n02	F	30	60	90	30	626149.2333333333	560054	684331
baseline	n02	F	30	90	120	30	604285.0333333333	512619	683477
baseline	n02	F	30	120	150	30	606310.4333333333	522099	703904
baseline	n02	F	30	150	180	30	604633.0333333333	520309	710689
baseline	n02	F	30	180	210	30	604257.1333333333	504480	691709
baseline	n02	F	30	210	240	30	585915.1333333333	447206	685529
baseline	n02	F	30	240	270	30	606505.5	463985	661001
baseline	n02	F	30	270	300	30	624155.8333333334	549399	681109
baseline	n02	F	60	0	60	60	587585.8166666667	455679	800402
baseline	n02	F	60	60	120	60	615217.1333333333	512619	684331
baseline	n02	F	60	120	180	60	605471.7333333333	520309	710689
baseline	n02	F	60	180	240	60	595086.1333333333	447206	691709
baseline	n02	F	60	240	300	60	615330.6666666666	463985	681109
baseline	n03	F	30	0	30	30	597398.9	465782	825208
baseline	n03	F	30	30	60	30	534731	456227	599242
baseline	n03	F	30	60	90	30	618034.1666666666	483672	697069
baseline	n03	F	30	90	120	30	629280.9333333333	545679	693537
baseline	n03	F	30	120	150	30	610665.2666666667	466896	733560
baseline	n03	F	30	150	180	30	617782.3666666667	456221	725845
baseline	n03	F	30	180	210	30	629792	557238	700309
baseline	n03	F	30	210	240	30	621822.6	557515	700824
baseline	n03	F	30	240	270	30	598878.2666666667	447272	759061
baseline	n03	F	30	270	300	30	612924.5666666667	535809	690602
baseline	n03	F	60	0	60	60	566064.95	456227	825208
baseline	n03	F	60	60	120	60	623657.55	483672	697069
baseline	n03	F	60	120	180	60	614223.8166666667	456221	733560
baseline	n03	F	60	180	240	60	625807.3	557238	700824
baseline	n03	F	60	240	300	60	605901.4166666666	447272	759061
baseline	n04	F	30	0	30	30	609608.4666666667	449875	792273
baseline	n04	F	30	30	60	30	559167.6	495207	637514
baseline	n04	F	30	60	90	30	623416.3	533780	710288
baseline	n04	F	30	90	120	30	622063.4666666667	540634	685035
baseline	n04	F	30	120	150	30	612602.5333333333	544659	672070
baseline	n04	F	30	150	180	30	616120.2	532825	663957
baseline	n04	F	30	180	210	30	597808.8333333334	430927	682556
baseline	n04	F	30	210	240	30	620266.3333333334	464862	694255
baseline	n04	F	30	240	270	30	618557.6333333333	535083	676732
baseline	n04	F	30	270	300	30	625401.1666666666	463783	695662
baseline	n04	F	60	0	60	60	584388.0333333333	449875	792273
baseline	n04	F	60	60	120	60	622739.8833333333	533780	710288
baseline	n04	F	60	120	180	60	614361.3666666667	532825	672070
baseline	n04	F	60	180	240	60	609037.5833333334	430927	694255
baseline	n04	F	60	240	300	60	621979.4	463783	695662
baseline	r01	F	30	0	30	30	602076.5333333333	504012	793807
baseline	r01	F	30	30	60	30	574047.5	416726	692188
baseline	r01	F	30	60	90	30	603636.1333333333	522979	672139
baseline	r01	F	30	90	120	30	631580.5	521404	701372
baseline	r01	F	30	120	150	30	576898.2	442616	716646
baseline	r01	F	30	150	180	30	597162.9	537620	650994
baseline	r01	F	30	180	210	30	620702.7333333333	542697	673457
baseline	r01	F	30	210	240	30	617816.4	552509	702153
baseline	r01	F	30	240	270	30	609051.6666666666	525217	685487
baseline	r01	F	30	270	300	30	612854.4	473305	704125
baseline	r01	F	60	0	60	60	588062.0166666667	416726	793807
baseline	r01	F	60	60	120	60	617608.3166666667	521404	701372
baseline	r01	F	60	120	180	60	587030.55	442616	716646
baseline	r01	F	60	180	240	60	619259.5666666667	542697	702153
baseline	r01	F	60	240	300	60	610953.0333333333	473305	704125
baseline	r02	F	30	0	30	30	588605.7666666667	428241	793287
baseline	r02	F	30	30	60	30	546404.4333333333	429209	650720
baseline	r02	F	30	60	90	30	605306.2333333333	517183	676321
baseline	r02	F	30	90	120	30	611972.3	512570	692911
baseline	r02	F	30	120	150	30	595296.7333333333	506345	679742
baseline	r02	F	30	150	180	30	607441.7	500811	660096
baseline	r02	F	30	180	210	30	624975.9666666667	555137	687487
baseline	r02	F	30	210	240	30	621320.7666666667	481992	731217
baseline	r02	F	30	240	270	30	600270.1	501002	705193
baseline	r02	F	30	270	300	30	596180.1666666666	455738	685427
baseline	r02	F	60	0	60	60	567505.1	428241	793287
baseline	r02	F	60	60	120	60	608639.2666666667	512570	692911
baseline	r02	F	60	120	180	60	601369.2166666667	500811	679742
baseline	r02	F	60	180	240	60	623148.3666666667	481992	731217
baseline	r02	F	60	240	300	60	598225.1333333333	455738	705193
baseline	run3	F	30	0	30	30	603103	413334	776469
baseline	run3	F	30	30	60	30	568644.7	423798	672085
baseline	run3	F	30	60	90	30	587402.7333333333	471116	668265
baseline	run3	F	30	90	120	30	613955.7666666667	537658	686810
baseline	run3	F	30	120	150	30	625650.4	548279	684583
baseline	run3	F	30	150	180	30	597397.7666666667	388159	691184
baseline	run3	F	30	180	210	30	609596.9333333333	448739	695739
baseline	run3	F	30	210	240	30	619211.7333333333	550560	673755
baseline	run3	F	30	240	270	30	612854.8333333334	538733	661747
baseline	run3	F	30	270	300	30	627196.6	556538	719700
baseline	run3	F	60	0	60	60	585873.85	413334	776469
baseline	run3	F	60	60	120	60	600679.25	471116	686810
baseline	run3	F	60	120	180	60	611524.0833333334	388159	691184
baseline	run3	F	60	180	240	60	614404.3333333334	448739	695739
baseline	run3	F	60	240	300	60	620025.7166666667	538733	719700
f2load	f01	F	30	0	30	30	592951.8	443440	818132
f2load	f01	F	30	30	60	30	527419.9666666667	431473	650006
f2load	f01	F	30	60	90	30	611846.2666666667	523373	681000
f2load	f01	F	30	90	120	30	611079.6	482789	694185
f2load	f01	F	30	120	150	30	633850.8333333334	484417	704321
f2load	f01	F	30	150	180	30	602845.9	471470	691072
f2load	f01	F	30	180	210	30	618464.5666666667	554284	681079
f2load	f01	F	30	210	240	30	617343.4333333333	540390	697516
f2load	f01	F	30	240	270	30	598556.6666666666	474393	680576
f2load	f01	F	30	270	300	30	605012.2	528008	686839
f2load	f01	F	60	0	60	60	560185.8833333333	431473	818132
f2load	f01	F	60	60	120	60	611462.9333333333	482789	694185
f2load	f01	F	60	120	180	60	618348.3666666667	471470	704321
f2load	f01	F	60	180	240	60	617904	540390	697516
f2load	f01	F	60	240	300	60	601784.4333333333	474393	686839
f2load	f02	F	30	0	30	30	581910.6333333333	472411	772527
f2load	f02	F	30	30	60	30	539143.5	434298	672283
f2load	f02	F	30	60	90	30	612631.2	523660	709080
f2load	f02	F	30	90	120	30	614001.2666666667	495923	715877
f2load	f02	F	30	120	150	30	605309.7	484013	685567
f2load	f02	F	30	150	180	30	607744.1666666666	521687	668476
f2load	f02	F	30	180	210	30	601929.0666666667	552708	665525
f2load	f02	F	30	210	240	30	619736.8666666667	522663	704381
f2load	f02	F	30	240	270	30	589811.2333333333	474185	688524
f2load	f02	F	30	270	300	30	593765.3333333334	473184	707770
f2load	f02	F	60	0	60	60	560527.0666666667	434298	772527
f2load	f02	F	60	60	120	60	613316.2333333333	495923	715877
f2load	f02	F	60	120	180	60	606526.9333333333	484013	685567
f2load	f02	F	60	180	240	60	610832.9666666667	522663	704381
f2load	f02	F	60	240	300	60	591788.2833333333	473184	707770
f2load	f03	F	30	0	30	30	592830	423606	800447
f2load	f03	F	30	30	60	30	545834	428179	668884
f2load	f03	F	30	60	90	30	602621.8666666667	475518	685260
f2load	f03	F	30	90	120	30	630642.1	563094	684657
f2load	f03	F	30	120	150	30	588844.4333333333	475175	652304
f2load	f03	F	30	150	180	30	607622.7	525476	673730
f2load	f03	F	30	180	210	30	610892.7666666667	537585	672594
f2load	f03	F	30	210	240	30	600721.1666666666	530515	701607
f2load	f03	F	30	240	270	30	602155.0666666667	524122	674627
f2load	f03	F	30	270	300	30	610408.4333333333	543018	692249
f2load	f03	F	60	0	60	60	569332	423606	800447
f2load	f03	F	60	60	120	60	616631.9833333333	475518	685260
f2load	f03	F	60	120	180	60	598233.5666666667	475175	673730
f2load	f03	F	60	180	240	60	605806.9666666667	530515	701607
f2load	f03	F	60	240	300	60	606281.75	524122	692249
f2load	f04	F	30	0	30	30	606265.1666666666	476700	822169
f2load	f04	F	30	30	60	30	518481.3	415193	640070
f2load	f04	F	30	60	90	30	604755.9333333333	434300	685377
f2load	f04	F	30	90	120	30	616858.6	512211	703766
f2load	f04	F	30	120	150	30	605874.5333333333	521509	674423
f2load	f04	F	30	150	180	30	617055.1	541453	684860
f2load	f04	F	30	180	210	30	620832.3	521857	712506
f2load	f04	F	30	210	240	30	598437.4	534637	677496
f2load	f04	F	30	240	270	30	610762.5	548997	685697
f2load	f04	F	30	270	300	30	582226.9666666667	422068	707170
f2load	f04	F	60	0	60	60	562373.2333333333	415193	822169
f2load	f04	F	60	60	120	60	610807.2666666667	434300	703766
f2load	f04	F	60	120	180	60	611464.8166666667	521509	684860
f2load	f04	F	60	180	240	60	609634.85	521857	712506
f2load	f04	F	60	240	300	60	596494.7333333333	422068	707170
f2load	f05	F	30	0	30	30	581854.4666666667	442495	815978
f2load	f05	F	30	30	60	30	536408.8	393799	662508
f2load	f05	F	30	60	90	30	589226	428722	712896
f2load	f05	F	30	90	120	30	593689.4666666667	519399	710316
f2load	f05	F	30	120	150	30	615459.4666666667	559646	670807
f2load	f05	F	30	150	180	30	600106.6333333333	485842	660277
f2load	f05	F	30	180	210	30	606304.6666666666	535691	674032
f2load	f05	F	30	210	240	30	601059.8	494517	655604
f2load	f05	F	30	240	270	30	607231.9666666667	451210	653013
f2load	f05	F	30	270	300	30	613274.5	474199	667145
f2load	f05	F	60	0	60	60	559131.6333333333	393799	815978
f2load	f05	F	60	60	120	60	591457.7333333333	428722	712896
f2load	f05	F	60	120	180	60	607783.05	485842	670807
f2load	f05	F	60	180	240	60	603682.2333333333	494517	674032
f2load	f05	F	60	240	300	60	610253.2333333333	451210	667145
f2load	f06	F	30	0	30	30	588652.1333333333	491356	758893
f2load	f06	F	30	30	60	30	549960.8666666667	422804	711264
f2load	f06	F	30	60	90	30	609685.4333333333	498854	688299
f2load	f06	F	30	90	120	30	605597.4	505827	680896
f2load	f06	F	30	120	150	30	605575.7	497119	680115
f2load	f06	F	30	150	180	30	620949.5666666667	546151	675014
f2load	f06	F	30	180	210	30	600912.4	473481	664671
f2load	f06	F	30	210	240	30	605085.1666666666	549965	667210
f2load	f06	F	30	240	270	30	611526.1	508086	693436
f2load	f06	F	30	270	300	30	612214	554759	668451
f2load	f06	F	60	0	60	60	569306.5	422804	758893
f2load	f06	F	60	60	120	60	607641.4166666666	498854	688299
f2load	f06	F	60	120	180	60	613262.6333333333	497119	680115
f2load	f06	F	60	180	240	60	602998.7833333333	473481	667210
f2load	f06	F	60	240	300	60	611870.05	508086	693436
f2load	f07	F	30	0	30	30	584961.9	466514	814400
f2load	f07	F	30	30	60	30	533718.4333333333	420397	692473
f2load	f07	F	30	60	90	30	596329.0333333333	479177	678420
f2load	f07	F	30	90	120	30	601341.1	458412	685751
f2load	f07	F	30	120	150	30	613903.4333333333	463688	681308
f2load	f07	F	30	150	180	30	603352	489548	683834
f2load	f07	F	30	180	210	30	605775.4666666667	510543	695915
f2load	f07	F	30	210	240	30	613294.5666666667	499921	685781
f2load	f07	F	30	240	270	30	617308.3666666667	551953	678476
f2load	f07	F	30	270	300	30	608584.2666666667	543313	657506
f2load	f07	F	60	0	60	60	559340.1666666666	420397	814400
f2load	f07	F	60	60	120	60	598835.0666666667	458412	685751
f2load	f07	F	60	120	180	60	608627.7166666667	463688	683834
f2load	f07	F	60	180	240	60	609535.0166666667	499921	695915
f2load	f07	F	60	240	300	60	612946.3166666667	543313	678476
f2load	f08	F	30	0	30	30	575360.0666666667	436553	762416
f2load	f08	F	30	30	60	30	516104.13333333336	416865	626305
f2load	f08	F	30	60	90	30	620664.4666666667	542774	722511
f2load	f08	F	30	90	120	30	615624.9666666667	554170	684686
f2load	f08	F	30	120	150	30	626455.4333333333	568813	717306
f2load	f08	F	30	150	180	30	604603	507442	661508
f2load	f08	F	30	180	210	30	608835.4666666667	547662	673530
f2load	f08	F	30	210	240	30	595162.4333333333	460861	688920
f2load	f08	F	30	240	270	30	610768.7666666667	515405	682951
f2load	f08	F	30	270	300	30	594165.5333333333	489036	664003
f2load	f08	F	60	0	60	60	545732.1	416865	762416
f2load	f08	F	60	60	120	60	618144.7166666667	542774	722511
f2load	f08	F	60	120	180	60	615529.2166666667	507442	717306
