campaign	cell	workload	distribution	mode	point	ops_per_sec	micros_per_op	filter_per_lookup	filter_probes	positive_lookup_pct	gets	found_keys	bloom_useful	bloom_full_positive	bloom_true_positive	filter_block_miss	filter_block_hit	p50_us	p99_us	p999_us	sst_read_count	compact_write_GB	run_seconds	drain_seconds	total_seconds_incl_drain	elapsed_sec	fixed_ops	copy_mode	dropped_caches	cache_GiB	num_keys	source_ssts	source_db	finished_at
eval_20260913_match_ycsb	E5-256_f2load__workloada	workloada		f2load	E5-256	714690	67.156	8.842	948054685	86.83	107217291	93091655	884436606	63618079	54995924	16890	948051326	72.73	418.86	772.21	49134924	774.25				303.9				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T16:42:03.627624+00:00
eval_20260913_match_ycsb	E5-256_f2load__workloadb	workloadb		f2load	E5-256	1027916	46.692	4.191	1228058975	83.50	293007488	244673758	1068696088	159362887	148956830	5957	1228055601	54.66	132.35	519.92	77866126	138.17				304.4				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T16:47:08.264021+00:00
eval_20260913_match_ycsb	E5-256_f2load__workloadc	workloadc		f2load	E5-256	1658839	28.934	2.911	1448782482	63.40	497710650	315571526	1123655936	325126546	315571526	3358	1448779124	69.38	109.71	169.49	111845511	0.00				304.2				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T16:52:12.656927+00:00
eval_20260913_match_ycsb	E5-256_f2load__workloadd	workloadd		f2load	E5-256	2706588	17.734	0.846	652263369	92.07	771437933	710242750	319781300	332482069	329362195	4111	652259996	44.33	109.79	322.25	114864849	1.32				304.4				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T16:57:17.177682+00:00
eval_20260913_match_ycsb	E5-256_f2load__workloade	workloade		f2load	E5-256	105175	456.356						0	0	0	39	0	73.50	744.72	813.00	134303249	0.86				304.3				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T17:02:21.692173+00:00
eval_20260913_match_ycsb	E5-256_f2load__workloadf	workloadf		f2load	E5-256	584516	82.114	7.216	1265601999	86.46	175376831	151637386	1163521201	102080798	90742880	15699	1265598632	72.61	342.83	574.99	75855058	687.49				304.5				50	1048576000	3346	/work/vcomp/exp/eval_20260909_night1/E5-256_f2load	2026-09-12T17:07:26.325450+00:00
fix_20260913_ycsbc	E1-100B_f2load__workloadc	workloadc		f2load	E1-100B	2614711	18.357	2.411	1891357728	60.04	784499671	471020519	1410074422	481283306	471020519	1574	1891356154	68.97	119.59	378.18	70206303	0.00				304.2				50	1048576000	1393	/work/vcomp/exp/fix_20260913/E1-100B_f2load	2026-09-13T12:51:40.069469+00:00
fix_20260913_ycsbc	E1-10KB_f2load__workloadc	workloadc		f2load	E1-10KB	1125725	42.639	4.809	1624083675	59.99	337739404	202599556	1405096461	218987214	202599556	137357	1623946318	86.91	157.63	679.44	94886252	0.00				308.3				50	1048576000	130190	/work/vcomp/exp/fix_20260913/E1-10KB_f2load	2026-09-13T11:25:21.638505+00:00
fix_20260913_ycsbc	E1-500B_f2load__workloadc	workloadc		f2load	E1-500B	1748037	27.458	2.939	1541402357	59.99	524472828	314617826	1216905899	324496458	314617826	6043	1541396314	68.98	109.51	166.69	106471083	0.00				304.3				50	1048576000	6013	/work/vcomp/exp/fix_20260913/E1-500B_f2load	2026-09-13T13:23:16.358927+00:00
fix_20260913_ycsbc	E1-5KB_f2load__workloadc	workloadc		f2load	E1-5KB	1275958	37.617	4.793	1834907371	59.83	382828111	229049734	1587918131	246989240	229049734	60767	1834846604	75.77	169.54	646.27	96578207	0.00				305.8				50	1048576000	60281	/work/vcomp/exp/fix_20260913/E1-5KB_f2load	2026-09-13T11:57:55.673947+00:00
fix_20260913_ycsbc	E2-2T_baseline__workloadc	workloadc		baseline	E2-2T	1333718	35.987	4.085	1634860419	60.67	400161957	242769110	1380430322	254430097	242769110	27621	1634832798	72.91	166.52	246.56	95579322	0.00				306.0				50	2097152000	27508	/work/vcomp/exp/eval_20260909_night1/E2-2T_baseline	2026-09-13T20:39:42.373032+00:00
fix_20260913_ycsbc	E2-2T_f2load__workloadc	workloadc		f2load	E2-2T	1333616	35.990	4.348	1739890962	60.16	400135152	240739389	1486471742	253419220	240739389	26795	1739864167	69.30	109.69	186.95	95142881	0.00				305.1				50	2097152000	26736	/work/vcomp/exp/fix_20260913/E2-2T_f2load	2026-09-13T20:44:49.211144+00:00
fix_20260913_ycsbc	E2-4T_baseline__workloadc	workloadc		baseline	E2-4T	1249389	38.415	4.260	1597049713	66.12	374875971	247850207	1336442058	260607655	247850207	47913	1597001800	73.97	166.53	230.70	93476317	0.00				308.1				50	4194304000	47740	/work/vcomp/exp/eval_20260909_night1/E2-4T_baseline	2026-09-13T21:09:02.733522+00:00
fix_20260913_ycsbc	E2-4T_f2load__workloadc	workloadc		f2load	E2-4T	1380079	34.778	4.057	1679773068	65.64	414084687	271796559	1390651440	289121628	271796559	48239	1679724829	69.49	109.69	206.31	102408005	0.00				305.8				50	4194304000	48064	/work/vcomp/exp/fix_20260913/E2-4T_f2load	2026-09-13T20:49:57.875296+00:00
fix_20260913_ycsbc	E2-8T_baseline__workloadc	workloadc		baseline	E2-8T	1180006	40.674	4.473	1583506939	65.43	354048814	231653880	1341258761	242248178	231653880	106703	1583400236	75.78	166.95	237.76	101019056	0.00				313.3				50	8388608000	102295	/work/vcomp/exp/eval_20260909_night1/E2-8T_baseline	2026-09-13T20:55:17.219573+00:00
fix_20260913_ycsbc	E2-8T_f2load__workloadc	workloadc		f2load	E2-8T	1254065	38.273	4.258	1602110849	65.27	376264580	245605561	1344807239	257303610	245605561	110174	1602000675	70.07	109.66	309.45	106776837	0.00				307.7				50	8388608000	104730	/work/vcomp/exp/fix_20260913/E2-8T_f2load	2026-09-13T21:00:31.282741+00:00
fix_20260913_ycsbc	E3-u100_f2load__workloadc	workloadc		f2load	E3-u100	1077924	44.527	3.447	1114813625	97.20	323425508	314354345	793915478	320898147	314354345	17793	1114795832	69.15	109.79	168.14	119081563	0.00				304.7				50	1048576000	17734	/work/vcomp/exp/fix_20260913/E3-u100_f2load	2026-09-13T12:10:58.144311+00:00
fix_20260913_ycsbc	E3-u25_f2load__workloadc	workloadc		f2load	E3-u25	2789222	17.208	3.055	2556940011	23.96	836857678	200534632	2336902193	220037818	200534632	4985	2556935026	68.68	109.37	169.57	59841196	0.00				304.3				50	1048576000	4953	/work/vcomp/exp/fix_20260913/E3-u25_f2load	2026-09-13T12:58:01.980012+00:00
fix_20260913_ycsbc	E3-u50_f2load__workloadc	workloadc		f2load	E3-u50	1842750	26.047	3.540	1957240142	50.31	552883873	278153371	1662717937	294522205	278153371	10232	1957229910	69.48	109.69	213.18	94649483	0.00				304.4				50	1048576000	10206	/work/vcomp/exp/fix_20260913/E3-u50_f2load	2026-09-13T12:24:10.048823+00:00
fix_20260913_ycsbc	E3-u75_f2load__workloadc	workloadc		f2load	E3-u75	1356582	35.381	3.469	1411961160	74.39	407028328	302785658	1082879247	329081913	302785658	14116	1411947044	69.56	109.76	169.85	110148961	0.00				304.5				50	1048576000	14066	/work/vcomp/exp/fix_20260913/E3-u75_f2load	2026-09-13T12:17:38.607906+00:00
fix_20260913_ycsbc	E4-1024m10_f2load__workloadc	workloadc		f2load	E4-1024m10	1479714	32.433	2.915	1294444797	60.00	444081358	266435186	1020230611	274214186	266435186	18535	1294431841	92.08	654.09	1251.71	98251606	308.24				304.5				50	1048576000	12969	/work/vcomp/exp/fix_20260913/E4-1024m10_f2load	2026-09-13T13:11:36.502272+00:00
fix_20260913_ycsbc	E4-1024m4_f2load__workloadc	workloadc		f2load	E4-1024m4	1456066	32.963	4.237	1851178414	60.17	436875875	262874856	1573344940	277833474	262874856	14538	1851164017	69.79	155.98	515.97	99725335	4.75				304.5				50	1048576000	14343	/work/vcomp/exp/fix_20260913/E4-1024m4_f2load	2026-09-13T13:29:33.298957+00:00
fix_20260913_ycsbc	E4-256m4_f2load__workloadc	workloadc		f2load	E4-256m4	1455230	32.983	4.370	1908150171	60.03	436626051	262095368	1632305452	275844719	262095368	12598	1908137573	70.78	109.71	194.82	98416393	0.00				304.5				50	1048576000	12573	/work/vcomp/exp/fix_20260913/E4-256m4_f2load	2026-09-13T12:30:22.499335+00:00
fix_20260913_ycsbc	E4-64m10_f2load__workloadc	workloadc		f2load	E4-64m10	1456691	32.948	3.715	1623788916	59.76	437078430	261198563	1351112790	272676126	261198563	12039	1623776877	75.67	166.74	246.24	96799111	0.00				304.8				50	1048576000	12018	/work/vcomp/exp/fix_20260913/E4-64m10_f2load	2026-09-13T11:31:33.390195+00:00
fix_20260913_ycsbc	E4-64m4_f2load__workloadc	workloadc		f2load	E4-64m4	1647313	29.137	3.040	1502321229	58.96	494241766	291429168	1199832392	302488837	291429168	11040	1502310189	69.32	109.61	183.46	108262585	0.00				304.4				50	1048576000	11021	/work/vcomp/exp/fix_20260913/E4-64m4_f2load	2026-09-13T12:04:02.875690+00:00
fix_20260913_ycsbc	E5-16_f2load__workloadc	workloadc		f2load	E5-16	1430397	33.557	4.181	1794439528	60.02	429145175	257577164	1522692492	271747036	257577164	52911	1794386617	69.31	109.59	167.15	96883150	0.00				305.6				50	1048576000	52790	/work/vcomp/exp/fix_20260913/E5-16_f2load	2026-09-13T12:46:03.558842+00:00
fix_20260913_ycsbc	E5-256-r2_baseline__workloadc	workloadc		baseline	E5-256-r2	1538166	31.203	3.548	1637633772	60.29	461530319	278267245	1347924777	289708995	278267245	3279	1637630493	68.85	109.63	169.04	104294848	0.00				304.3				50	1048576000	3252	/work/vcomp/exp/fix_20260913/E5-256-r2_baseline	2026-09-13T15:06:03.700303+00:00
fix_20260913_ycsbc	E5-256_f2load__workloadc	workloadc		f2load	E5-256	1608386	29.842	3.359	1620718262	60.01	482570151	289609592	1320831444	299886818	289609592	3322	1620714940	72.79	109.83	164.79	108427299	0.00				304.2				50	1048576000	3306	/work/vcomp/exp/fix_20260913/E5-256_f2load	2026-09-13T09:47:30.333609+00:00
fix_20260913_ycsbc	E5-sst16_baseline__workloadc	workloadc		baseline	E5-sst16	1450919	33.082	3.552	1546409151	60.29	435302828	262448495	1274272174	272136977	262448495	54561	1546354590	74.22	167.00	234.27	98520588	0.00				307.2				50	1048576000	54193	/work/vcomp/exp/fix_20260913/E5-sst16_baseline	2026-09-13T20:19:15.250692+00:00
fix_20260913_ycsbc	E5-sst16_f2load__workloadc	workloadc		f2load	E5-sst16	1441522	33.296	4.073	1761686366	59.81	432506180	258703272	1490497916	271188450	258703272	52859	1761633507	74.79	109.84	185.15	97482515	0.00				305.9				50	1048576000	52740	/work/vcomp/exp/fix_20260913/E5-sst16_f2load	2026-09-13T20:24:24.333937+00:00
fix_20260913_ycsbc	E5-sst256_baseline__workloadc	workloadc		baseline	E5-sst256	1598062	30.034	3.360	1610893833	60.29	479477270	289086369	1309547459	301346374	289086369	3271	1610890562	72.71	165.64	216.15	108084877	0.00				304.5				50	1048576000	3256	/work/vcomp/exp/fix_20260913/E5-sst256_baseline	2026-09-13T20:29:29.681069+00:00
fix_20260913_ycsbc	E5-sst256_f2load__workloadc	workloadc		f2load	E5-sst256	1677114	28.619	2.916	1467380928	59.82	503193595	301012392	1156727233	310653695	301012392	3339	1467377589	69.34	109.76	206.46	112326212	0.00				304.4				50	1048576000	3322	/work/vcomp/exp/fix_20260913/E5-sst256_f2load	2026-09-13T20:34:34.662844+00:00
fix_20260913_ycsbc	E7-lz4_f2load__workloadc	workloadc		f2load	E7-lz4	1722319	27.867	2.841	1467974225	60.02	516770517	310148948	1146939705	321034520	310148948	6919	1467967306	66.77	130.46	357.80	114636559	0.00				304.0				50	1048576000	6905	/work/vcomp/exp/fix_20260913/E7-lz4_f2load	2026-09-13T13:17:35.731675+00:00
fix_20260913_ycsbc	E7-zstd_f2load__workloadc	workloadc		f2load	E7-zstd	1689369	28.412	2.669	1352630951	60.02	506863766	304242934	1039480138	313150813	304242934	5899	1352625052	66.34	131.17	555.96	111880602	0.00				304.0				50	1048576000	5886	/work/vcomp/exp/fix_20260913/E7-zstd_f2load	2026-09-13T13:05:19.963893+00:00
fix_20260913_ycsbc	P0fix-r1_f2load__workloadc	workloadc		f2load	P0fix-r1	1580368	30.370	3.209	1521781023	59.80	474182706	283557425	1228797511	292983512	283557425	13286	1521767737	69.46	109.72	229.25	106496364	0.00				304.5				50	1048576000	13261	/work/vcomp/exp/fix_20260913/P0fix-r1_f2load	2026-09-13T08:58:27.058525+00:00
fix_20260913_ycsbc	P0fix-r2_f2load__workloadc	workloadc		f2load	P0fix-r2	1532047	31.328	3.758	1727297404	59.66	459675913	274255213	1441454900	285842504	274255213	13236	1727284168	68.93	109.65	169.80	103571551	0.00				304.5				50	1048576000	13210	/work/vcomp/exp/fix_20260913/P0fix-r2_f2load	2026-09-13T09:03:32.178862+00:00
fix_20260914_ycsba_fixed_deep	E1-100B_baseline__workloada	workloada	uniform	baseline	E1-100B	758895	63.180	7.431	371509657	64.07	49997638	32035249	336211754	35297903	32018301	2597	371508110	70.02	219.78	604.68	21949364	62.86	131.8	21.8	153.6	157.7	100000000	deep	True	50	1048576000	1380	/work/vcomp/exp/eval_20260909_night1/E1-100B_baseline	2026-09-14T11:12:13.102365+00:00
fix_20260914_ycsba_fixed_deep	E1-100B_f2load__workloada	workloada	uniform	f2load	E1-100B	747566	64.168	7.852	392573963	63.79	49997638	31891098	357216733	35357230	31874134	3248	392572397	70.33	228.29	736.55	22254550	66.65	133.8	22.8	156.6	161.1	100000000	deep	True	50	1048576000	1393	/work/vcomp/exp/fix_20260913/E1-100B_f2load	2026-09-14T11:15:20.245305+00:00
fix_20260914_ycsba_fixed_deep	E1-10KB_baseline__workloada	workloada	uniform	baseline	E1-10KB	47860	1000.220	7.982	399085816	64.07	49997638	32035220	363559087	35526729	32032992	327811	398947656	95.86	747.78	1197.37	42186389	11668.23	2089.4	17.0	2106.4	2122.7	100000000	deep	True	50	1048576000	130732	/work/vcomp/exp/eval_20260909_night1/E1-10KB_baseline	2026-09-14T09:12:44.817140+00:00
fix_20260914_ycsba_fixed_deep	E1-10KB_f2load__workloada	workloada	uniform	f2load	E1-10KB	43063	1110.597	8.851	442552416	63.74	49997638	31869326	406805760	35746656	31867436	424679	442417725	96.04	826.75	1461.16	42627267	11854.72	2322.1	29.3	2351.4	2362.2	100000000	deep	True	50	1048576000	130190	/work/vcomp/exp/fix_20260913/E1-10KB_f2load	2026-09-14T10:15:42.571962+00:00
fix_20260914_ycsba_fixed_deep	E2-2T_baseline__workloada	workloada	uniform	baseline	E2-2T	383418	124.723	13.740	686961985	63.64	49997638	31820218	648819062	38142923	31818676	42665	686934425	74.21	480.55	838.24	37586705	901.01	260.8	19.6	280.4	286.6	100000000	deep	True	50	2097152000	27508	/work/vcomp/exp/eval_20260909_night1/E2-2T_baseline	2026-09-14T07:35:03.462378+00:00
fix_20260914_ycsba_fixed_deep	E2-2T_f2load__workloada	workloada	uniform	f2load	E2-2T	381074	125.741	13.496	674768911	63.31	49997638	31652271	636917065	37851846	31650797	51222	674742119	75.63	508.82	869.94	37360450	949.75	262.4	24.4	286.8	292.0	100000000	deep	True	50	2097152000	26736	/work/vcomp/exp/fix_20260913/E2-2T_f2load	2026-09-14T07:45:15.096027+00:00
fix_20260914_ycsba_fixed_deep	E2-4T_baseline__workloada	workloada	uniform	baseline	E2-4T	355040	134.688	12.626	631259739	63.43	49997638	31715239	593763051	37496688	31714331	65967	631211935	75.51	504.94	886.42	37587413	1082.91	281.7	22.6	304.3	312.6	100000000	deep	True	50	4194304000	47740	/work/vcomp/exp/eval_20260909_night1/E2-4T_baseline	2026-09-14T07:59:36.299641+00:00
fix_20260914_ycsba_fixed_deep	E2-4T_f2load__workloada	workloada	uniform	f2load	E2-4T	349295	137.042	12.414	620680683	62.83	49997638	31411903	583580792	37099891	31411116	79059	620632527	75.29	456.18	790.26	37261237	1154.80	286.3	16.8	303.1	309.3	100000000	deep	True	50	4194304000	48064	/work/vcomp/exp/fix_20260913/E2-4T_f2load	2026-09-14T08:13:49.998497+00:00
fix_20260914_ycsba_fixed_deep	E2-8T_baseline__workloada	workloada	uniform	baseline	E2-8T	323850	147.382	13.029	651438582	63.32	49997638	31660690	613801369	37637213	31659959	122128	651334309	75.03	478.80	848.35	38137368	1089.67	308.8	22.6	331.4	344.9	100000000	deep	True	50	8388608000	102295	/work/vcomp/exp/eval_20260909_night1/E2-8T_baseline	2026-09-14T10:41:39.759714+00:00
fix_20260914_ycsba_fixed_deep	E2-8T_f2load__workloada	workloada	uniform	f2load	E2-8T	313740	151.947	12.187	609345428	63.10	49997638	31549421	572228041	37117387	31548845	144644	609238434	73.55	429.97	770.09	37787324	1228.33	318.7	34.8	353.5	362.1	100000000	deep	True	50	8388608000	104730	/work/vcomp/exp/fix_20260913/E2-8T_f2load	2026-09-14T11:07:19.082227+00:00
fix_20260914_ycsba_fixed_deep	E3-u100_baseline__workloada	workloada	uniform	baseline	E3-u100	390299	122.843	13.870	693443689	100.00	49997638	49997638	637238179	56205510	49995012	32992	693424767	75.05	500.32	853.90	54544402	858.26	256.2	17.6	273.8	278.7	100000000	deep	True	50	1048576000	18883	/work/vcomp/exp/eval_20260909_night1/E3-u100_baseline	2026-09-14T07:15:59.368454+00:00
fix_20260914_ycsba_fixed_deep	E3-u100_f2load__workloada	workloada	uniform	f2load	E3-u100	380681	125.733	13.605	680213428	96.77	49997638	48382975	625739430	54473998	48380260	39098	680195623	75.02	482.41	846.48	52939374	858.70	262.7	10.2	272.9	278.2	100000000	deep	True	50	1048576000	17734	/work/vcomp/exp/fix_20260913/E3-u100_f2load	2026-09-14T07:24:51.958584+00:00
fix_20260914_ycsba_fixed_deep	E3-u25_baseline__workloada	workloada	uniform	baseline	E3-u25	441912	108.553	14.402	720082169	26.76	49997638	13381087	699883602	20198567	13378446	16723	720077275	73.90	435.95	746.92	19070379	713.78	226.3	15.4	241.7	245.1	100000000	deep	True	50	1048576000	4874	/work/vcomp/exp/eval_20260909_night1/E3-u25_baseline	2026-09-14T05:32:16.678120+00:00
fix_20260914_ycsba_fixed_deep	E3-u25_f2load__workloada	workloada	uniform	f2load	E3-u25	435210	110.221	14.381	718999507	26.62	49997638	13306896	698882300	20117207	13304229	18073	718994532	74.72	409.83	688.42	19015501	726.24	229.8	9.2	239.0	242.9	100000000	deep	True	50	1048576000	4953	/work/vcomp/exp/fix_20260913/E3-u25_f2load	2026-09-14T05:37:44.688819+00:00
fix_20260914_ycsba_fixed_deep	E3-u50_baseline__workloada	workloada	uniform	baseline	E3-u50	427700	112.147	14.482	724062073	51.18	49997638	25589995	691736478	32325595	25587238	21823	724051837	73.89	423.42	742.14	30905900	718.96	233.8	14.6	248.4	252.7	100000000	deep	True	50	1048576000	10207	/work/vcomp/exp/eval_20260909_night1/E3-u50_baseline	2026-09-14T05:57:37.459267+00:00
fix_20260914_ycsba_fixed_deep	E3-u50_f2load__workloada	workloada	uniform	f2load	E3-u50	408791	117.253	14.481	723997432	50.99	49997638	25493329	691773333	32224099	25490525	28138	723987179	73.57	435.38	782.91	30888903	756.88	244.6	8.8	253.4	257.7	100000000	deep	True	50	1048576000	10206	/work/vcomp/exp/fix_20260913/E3-u50_f2load	2026-09-14T06:04:50.007706+00:00
fix_20260914_ycsba_fixed_deep	E3-u75_baseline__workloada	workloada	uniform	baseline	E3-u75	387478	123.739	14.202	710053490	75.58	49997638	37789380	665776461	44277029	37786629	28080	710038739	73.69	483.29	837.36	42698643	818.19	258.1	19.8	277.9	283.0	100000000	deep	True	50	1048576000	14732	/work/vcomp/exp/eval_20260909_night1/E3-u75_baseline	2026-09-14T06:59:07.776266+00:00
fix_20260914_ycsba_fixed_deep	E3-u75_f2load__workloada	workloada	uniform	f2load	E3-u75	405633	118.217	13.788	689382847	74.54	49997638	37269848	645823583	43559264	37267178	34408	689368725	73.90	487.49	852.60	42115278	845.62	246.5	19.4	265.9	270.7	100000000	deep	True	50	1048576000	14066	/work/vcomp/exp/fix_20260913/E3-u75_f2load	2026-09-14T07:07:12.007008+00:00
fix_20260914_ycsba_fixed_deep	E4-1024m10_baseline__workloada	workloada	uniform	baseline	E4-1024m10	392346	122.224	14.077	703820467	64.07	49997638	32035266	665306376	38514091	32032401	23730	703812067	72.18	394.58	710.33	36997471	928.07	254.9	8.0	262.9	267.0	100000000	deep	True	50	1048576000	13021	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_baseline	2026-09-14T06:27:24.801396+00:00
fix_20260914_ycsba_fixed_deep	E4-1024m10_f2load__workloada	workloada	uniform	f2load	E4-1024m10	389687	123.007	14.373	718627370	63.72	49997638	31859633	680141392	38485978	31856866	25924	718619424	72.02	369.34	618.44	36956640	939.12	256.6	7.8	264.4	268.4	100000000	deep	True	50	1048576000	12969	/work/vcomp/exp/fix_20260913/E4-1024m10_f2load	2026-09-14T06:35:05.573158+00:00
fix_20260914_ycsba_fixed_deep	E4-256m4_baseline__workloada	workloada	uniform	baseline	E4-256m4	437301	109.654	19.144	957156993	64.07	49997638	32035233	916190751	40966242	32032521	17911	957144426	72.05	371.77	649.83	38263902	394.04	228.7	20.6	249.3	253.7	100000000	deep	True	50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-14T06:12:14.053359+00:00
fix_20260914_ycsba_fixed_deep	E4-256m4_f2load__workloada	workloada	uniform	f2load	E4-256m4	436908	109.729	19.276	963744665	63.74	49997638	31868311	922880246	40864419	31865703	18198	963732076	71.98	356.16	628.73	38195384	399.47	228.9	24.8	253.7	257.9	100000000	deep	True	50	1048576000	12573	/work/vcomp/exp/fix_20260913/E4-256m4_f2load	2026-09-14T06:19:40.663666+00:00
fix_20260914_ycsba_fixed_deep	E7-lz4_baseline__workloada	workloada	uniform	baseline	E7-lz4	396564	120.867	14.141	707011622	64.07	49997638	32035260	668465504	38546118	32032643	19740	707004801	78.78	523.77	956.99	36954551	792.94	252.2	8.6	260.8	265.0	100000000	deep	True	50	1048576000	6811	/work/vcomp/exp/eval_20260909_night1/E7-lz4_baseline	2026-09-14T05:44:11.343979+00:00
fix_20260914_ycsba_fixed_deep	E7-lz4_f2load__workloada	workloada	uniform	f2load	E7-lz4	404272	118.607	14.334	716686588	63.71	49997638	31853475	678227374	38459214	31850789	22550	716679662	75.02	489.75	926.97	36862489	825.64	247.4	10.6	258.0	262.1	100000000	deep	True	50	1048576000	6905	/work/vcomp/exp/fix_20260913/E7-lz4_f2load	2026-09-14T05:50:32.714244+00:00
fix_20260914_ycsba_fixed_deep	P0-r1_baseline__workloada	workloada	uniform	baseline	P0-r1	403887	118.726	14.506	725242322	64.07	49997638	32035244	686520475	38721847	32032544	26605	725228770	74.53	481.88	803.06	37269774	802.96	247.6	19.0	266.6	271.1	100000000	deep	True	50	1048576000	13539	/work/vcomp/exp/eval_20260909_night1/P0-r1_baseline	2026-09-14T06:42:59.903130+00:00
fix_20260914_ycsba_fixed_deep	P0fix-r1_f2load__workloada	workloada	uniform	f2load	P0fix-r1	399188	120.121	14.377	718837686	63.79	49997638	31895400	680315034	38522652	31892676	33247	718824370	74.88	480.83	840.52	37137898	822.78	250.5	12.2	262.7	267.4	100000000	deep	True	50	1048576000	13261	/work/vcomp/exp/fix_20260913/P0fix-r1_f2load	2026-09-14T06:50:51.746430+00:00
fix_20260914_ycsbc_global_unique_u100	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1043696	45.988	3.853	1206600528	98.47	313145695	308356226	890844403	315756125	308356226	17800	1206582728	74.68	109.84	165.07	117149432	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	17747	/work/vcomp/exp/global_unique_20260914/E3-u100_f2load	2026-09-14T12:32:26.024887+00:00
fix_20260914_ycsbc_nobitmap	E3-u100_f2load__workloadc	workloadc		f2load	E3-u100	1233530	38.910	3.528	1305908389	81.73	370110781	302494584	994693236	311215153	302494584	17772	1305890617	69.13	109.74	190.72	113861043	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	17723	/work/vcomp/exp/nobitmap_20260914/E3-u100_f2load	2026-09-14T11:46:18.109013+00:00
fix_20260914_ycsbc_nobitmap	E3-u25_f2load__workloadc	workloadc		f2load	E3-u25	3003735	15.979	2.805	2527641102	27.76	901243315	250223606	2258877444	268763658	250223606	4996	2527636106	70.68	109.69	279.65	69546137	0.00	300.0		300.0	304.1		hardlink	False	50	1048576000	4965	/work/vcomp/exp/nobitmap_20260914/E3-u25_f2load	2026-09-14T11:31:00.979436+00:00
fix_20260914_ycsbc_nobitmap	E3-u50_f2load__workloadc	workloadc		f2load	E3-u50	1826846	26.273	3.483	1909211136	49.77	548121757	272826311	1611644601	297566535	272826311	10287	1909200849	68.92	109.63	166.55	97379086	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	10265	/work/vcomp/exp/nobitmap_20260914/E3-u50_f2load	2026-09-14T11:36:06.450917+00:00
fix_20260914_ycsbc_nobitmap	E3-u75_f2load__workloadc	workloadc		f2load	E3-u75	1488121	32.253	3.282	1465323498	67.77	446497283	302576930	1152863102	312460396	302576930	14071	1465309427	69.95	109.89	175.28	108705279	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	14036	/work/vcomp/exp/nobitmap_20260914/E3-u75_f2load	2026-09-14T11:41:12.096879+00:00
fix_20260914_ycsbc_uniform_deep	E1-100B_baseline__workloadc	workloadc	uniform	baseline	E1-100B	1607373	29.860	2.122	1023558987	63.21	482279853	304871736	711739940	311819047	304871736	1561	1023557426	68.87	126.22	183.21	122772030	0.00				304.1		deep		50	1048576000	1380	/work/vcomp/exp/eval_20260909_night1/E1-100B_baseline	2026-09-13T21:43:54.553610+00:00
fix_20260914_ycsbc_uniform_deep	E1-100B_f2load__workloadc	workloadc	uniform	f2load	E1-100B	1611399	29.785	2.432	1176033810	62.92	483499079	304215346	863392227	312641583	304215346	1572	1176032238	68.52	109.96	167.82	121950662	0.00				304.1		deep		50	1048576000	1393	/work/vcomp/exp/fix_20260913/E1-100B_f2load	2026-09-13T21:49:19.659449+00:00
fix_20260914_ycsbc_uniform_deep	E1-10KB_baseline__workloadc	workloadc	uniform	baseline	E1-10KB	639496	75.056	5.063	971354969	63.22	191863894	121287356	841998719	129356250	121287356	153889	971201080	79.96	158.23	347.94	127937821	0.00				315.7		deep		50	1048576000	130732	/work/vcomp/exp/eval_20260909_night1/E1-10KB_baseline	2026-09-14T01:40:42.787943+00:00
fix_20260914_ycsbc_uniform_deep	E1-10KB_f2load__workloadc	workloadc	uniform	f2load	E1-10KB	640524	74.938	4.815	925386538	62.88	192169903	120827432	796955806	128430732	120827432	140000	925246538	78.33	158.17	442.43	128008055	0.00				308.2		deep		50	1048576000	130190	/work/vcomp/exp/fix_20260913/E1-10KB_f2load	2026-09-14T02:09:07.929299+00:00
fix_20260914_ycsbc_uniform_deep	E2-2T_baseline__workloadc	workloadc	uniform	baseline	E2-2T	729950	65.753	4.104	898951583	63.21	219017607	138446028	753168415	145783168	138446028	27641	898923942	69.96	109.93	169.07	140146910	0.00				305.8		deep		50	2097152000	27508	/work/vcomp/exp/eval_20260909_night1/E2-2T_baseline	2026-09-14T00:34:19.853191+00:00
fix_20260914_ycsbc_uniform_deep	E2-2T_f2load__workloadc	workloadc	uniform	f2load	E2-2T	739192	64.931	4.321	958351008	62.87	221787799	139444038	811014200	147336808	139444038	26823	958324185	68.65	109.79	164.89	141369509	0.00				305.0		deep		50	2097152000	26736	/work/vcomp/exp/fix_20260913/E2-2T_f2load	2026-09-14T00:44:24.962402+00:00
