campaign	cell	workload	distribution	mode	point	ops_per_sec	micros_per_op	filter_per_lookup	filter_probes	positive_lookup_pct	gets	found_keys	bloom_useful	bloom_full_positive	bloom_true_positive	filter_block_miss	filter_block_hit	p50_us	p99_us	p999_us	sst_read_count	compact_write_GB	run_seconds	drain_seconds	total_seconds_incl_drain	elapsed_sec	fixed_ops	copy_mode	dropped_caches	cache_GiB	num_keys	source_ssts	source_db	finished_at
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloada	workloada		f2load	E4-1024m10	656758	73.085	8.905	877456512	86.73	98529878	85459571	819517795	57938717	49953938	25799	877448555	71.59	326.37	571.49	44770697	887.66				303.5				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:22:40.134343+00:00
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloadb	workloadb		f2load	E4-1024m10	1011887	47.433	3.928	1133001151	83.55	288477789	241017328	976094961	156906190	147431084	17587	1132992317	56.50	109.73	255.97	76669342	427.82				303.0				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:27:43.882998+00:00
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloadc	workloadc		f2load	E4-1024m10	1487744	32.260	2.809	1254068798	63.32	446442297	282682105	960281566	293787232	282682105	18394	1254055791	94.69	840.81	1592.23	99447579	298.68				304.1				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:32:48.672382+00:00
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloadd	workloadd		f2load	E4-1024m10	2661743	18.033	0.872	661712616	92.09	758755400	698750247	338636069	323076547	319803968	14331	661704308	59.76	163.72	363.99	110704946	296.63				302.8				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:37:52.206201+00:00
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloade	workloade		f2load	E4-1024m10	127230	377.241						0	0	0	5415	0	75.82	694.15	1413.41	116251382	299.12				303.3				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:42:56.204719+00:00
eval_20260913_e4_ycsb	E4-1024m10_f2load__workloadf	workloadf		f2load	E4-1024m10	579565	82.819	7.447	1295071860	86.51	173906677	150438444	1194112473	100959387	89334207	26259	1295063786	71.59	332.70	656.22	74711794	875.22				303.5				50	1048576000	12997	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_f2load	2026-09-13T02:48:00.438089+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloada	workloada		baseline	E4-1024m4	738490	64.993	9.531	1055913100	86.88	110787235	96254897	989737308	66175792	56534757	24934	1055898669	71.91	361.77	677.96	50699515	590.20				309.6				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T00:51:06.488528+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloadb	workloadb		baseline	E4-1024m4	1011233	47.464	4.364	1257811075	83.47	288235136	240593143	1100755303	157055772	146338566	16376	1257796647	62.41	138.52	447.00	77491844	103.31				304.8				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T00:56:11.982126+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloadc	workloadc		baseline	E4-1024m4	1418232	33.843	4.044	1720895557	60.29	425521875	256552102	1453715967	267179590	256552102	14456	1720881101	73.85	166.40	238.77	97254582	0.00				304.6				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T01:01:17.250695+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloadd	workloadd		baseline	E4-1024m4	2466494	19.460	1.220	857620520	91.93	703017894	646292440	554551476	303069044	297657907	15134	857606006	33.58	108.82	167.73	105721013	0.50				304.6				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T01:06:22.516668+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloade	workloade		baseline	E4-1024m4	79734	601.954						0	0	0	20	0	65.53	233.20	698.00	120091789	0.00				304.6				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T01:11:27.705434+00:00
eval_20260913_e4_ycsb	E4-1024m4_baseline__workloadf	workloadf		baseline	E4-1024m4	588898	81.502	7.922	1399844104	86.47	176693951	152792848	1295992567	103851537	91232196	24099	1399829669	71.69	336.07	690.27	76268003	529.90				304.6				50	1048576000	14429	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_baseline	2026-09-13T01:16:32.902349+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloada	workloada		f2load	E4-1024m4	722942	66.390	9.625	1043905482	86.86	108452254	94204234	979058195	64847287	55311825	24778	1043891720	72.04	324.57	558.48	49475860	547.43				304.4				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:21:37.968001+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloadb	workloadb		f2load	E4-1024m4	1031075	46.550	4.111	1208151734	83.52	293898599	245473009	1048720783	159430951	149226584	16562	1208137976	63.15	154.13	545.72	79041802	101.89				304.7				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:26:43.416904+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloadc	workloadc		f2load	E4-1024m4	1465169	32.759	3.930	1727810134	66.22	439603992	291084624	1423614907	304195227	291084624	13794	1727796379	69.67	144.40	555.21	99523138	1.91				304.6				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:31:48.727059+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloadd	workloadd		f2load	E4-1024m4	2616472	18.344	1.070	797863753	92.07	745792543	686615044	477370350	320493403	315859627	14502	797849967	47.09	109.40	168.59	110940035	3.00				304.6				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:36:53.974790+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloade	workloade		f2load	E4-1024m4	101816	471.409						0	0	0	65	0	63.50	344.47	804.00	132938482	1.91				304.6				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:41:59.243558+00:00
eval_20260913_e4_ycsb	E4-1024m4_f2load__workloadf	workloadf		f2load	E4-1024m4	600783	79.890	7.968	1436314447	86.53	180259465	155973123	1330427980	105886467	92933909	24485	1436300659	71.20	333.00	696.85	77659181	507.22				304.4				50	1048576000	13712	/work/vcomp/exp/eval_20260909_night1/E4-1024m4_f2load	2026-09-13T01:47:04.258345+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloada	workloada		baseline	E4-256m4	764518	62.782	9.758	1119049924	86.95	114685243	99714466	1050225486	68824438	58591499	20931	1119037335	71.40	320.28	570.61	52474288	500.86				304.5				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-12T23:49:58.175667+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloadb	workloadb		baseline	E4-256m4	1048291	45.786	4.055	1211702228	83.53	298795657	249583532	1049725350	161976878	151751519	14211	1211689631	54.95	129.55	519.05	80146360	84.35				305.0				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-12T23:55:03.779662+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloadc	workloadc		baseline	E4-256m4	1362138	35.237	4.380	1790042531	60.29	408687658	246402634	1531105133	258937398	246402634	12595	1790029936	72.52	165.22	214.46	92350469	0.00				304.9				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-13T00:00:09.290466+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloadd	workloadd		baseline	E4-256m4	2495253	19.236	1.245	885157806	91.95	711190367	653955261	578563782	306594024	300961384	13252	885145177	33.87	109.13	241.65	104849778	0.25				304.9				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-13T00:05:14.755122+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloade	workloade		baseline	E4-256m4	102139	469.927						0	0	0	26	0	63.03	677.63	848.00	114165694	0.00				304.8				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-13T00:10:20.198991+00:00
eval_20260913_e4_ycsb	E4-256m4_baseline__workloadf	workloadf		baseline	E4-256m4	599194	80.103	8.291	1490460686	86.50	179778199	155515878	1384020570	106440116	92958912	19978	1490448080	70.58	324.46	631.55	77285862	421.21				304.7				50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-13T00:15:25.519824+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloada	workloada		f2load	E4-256m4	761081	63.064	9.645	1101255219	87.04	114173279	99374990	1032704849	68550370	58485748	20804	1101242518	71.19	255.81	518.72	52158652	469.19				304.1				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:20:30.295328+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloadb	workloadb		f2load	E4-256m4	1075200	44.638	3.834	1175109477	83.69	306487530	256507496	1009029078	166080399	156253290	14173	1175096774	52.22	109.82	381.30	81611375	76.99				304.7				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:25:35.614004+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloadc	workloadc		f2load	E4-256m4	1323791	36.257	3.510	1393989641	64.35	397190192	255581451	1129698042	264291599	255581451	12704	1393976937	69.04	109.47	314.45	89082105	0.00				304.5				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:30:40.766649+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloadd	workloadd		f2load	E4-256m4	2658474	18.054	1.015	769361442	92.10	757759956	697926573	443754615	325606827	321289395	13430	769348707	39.07	109.13	163.74	112086298	1.69				304.6				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:35:45.972855+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloade	workloade		f2load	E4-256m4	125668	381.939						0	0	0	49	0	71.83	516.00	785.32	125379383	0.66				304.6				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:40:51.174296+00:00
eval_20260913_e4_ycsb	E4-256m4_f2load__workloadf	workloadf		f2load	E4-256m4	606388	79.152	8.437	1535054244	86.62	181939424	157598137	1426886844	108167400	94261291	19573	1535041545	70.41	304.96	592.64	77663298	384.50				304.5				50	1048576000	12663	/work/vcomp/exp/eval_20260909_night1/E4-256m4_f2load	2026-09-13T00:45:56.303988+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloada	workloada		baseline	E4-64m10	738344	65.007	9.549	1057657215	86.88	110758427	96229509	991614300	66042915	56381204	21372	1057645249	71.06	309.97	573.39	50261564	512.29				304.4				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T22:48:54.974788+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloadb	workloadb		baseline	E4-64m10	1068539	44.919	3.821	1163706832	83.56	304571109	254503533	999269411	164437421	154705835	13663	1163694856	53.78	125.08	460.21	81121527	86.08				305.0				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T22:54:00.570633+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloadc	workloadc		baseline	E4-64m10	1489881	32.216	3.285	1468258213	60.29	447005173	269507322	1188409746	279848467	269507322	11976	1468246237	71.39	165.89	228.65	99925156	0.00				304.9				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T22:59:06.032688+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloadd	workloadd		baseline	E4-64m10	2571886	18.662	1.060	777050830	92.01	733065344	674476314	462454951	314595879	310103456	12628	777038850	34.75	108.63	156.37	107519048	0.56				304.9				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T23:04:11.530498+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloade	workloade		baseline	E4-64m10	113163	424.143						0	0	0	29	0	70.05	436.00	825.00	112969441	0.00				304.9				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T23:09:17.014572+00:00
eval_20260913_e4_ycsb	E4-64m10_baseline__workloadf	workloadf		baseline	E4-64m10	593412	80.883	7.957	1416705730	86.49	178045025	153985404	1312191253	104514477	91728786	20196	1416693755	69.98	301.19	665.33	76066561	438.58				304.9				50	1048576000	11944	/work/vcomp/exp/eval_20260909_night1/E4-64m10_baseline	2026-09-12T23:14:22.502206+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloada	workloada		f2load	E4-64m10	730730	65.682	9.345	1024422543	86.92	109621757	95280641	959201864	65220679	55881291	21536	1024410274	71.16	336.21	641.52	49695552	490.31				304.1				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:19:27.186239+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloadb	workloadb		f2load	E4-64m10	1074193	44.681	3.582	1096640664	83.64	306193264	256109012	931818321	164822343	155757911	13971	1096628392	52.47	117.63	436.30	80888005	82.12				304.7				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:24:32.468234+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloadc	workloadc		f2load	E4-64m10	1722161	27.870	2.200	1137008005	62.66	516717177	323755498	806598058	330409947	323755498	12278	1136995727	67.21	139.85	166.00	114184932	0.00				304.6				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:29:37.627191+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloadd	workloadd		f2load	E4-64m10	2794767	17.173	0.741	590121373	92.20	796617912	734505322	249967011	340154362	337717445	13040	590109046	42.64	108.88	160.10	116399191	0.90				304.6				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:34:42.796313+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloade	workloade		f2load	E4-64m10	139753	343.448						0	0	0	34	0	71.58	1024.80	1141.00	124024319	0.00				304.6				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:39:47.969136+00:00
eval_20260913_e4_ycsb	E4-64m10_f2load__workloadf	workloadf		f2load	E4-64m10	601491	79.796	8.258	1490343803	86.56	180471298	156222187	1383675480	106668323	93190849	20159	1490331518	70.33	286.88	589.89	76650294	413.71				304.5				50	1048576000	12236	/work/vcomp/exp/eval_20260909_night1/E4-64m10_f2load	2026-09-12T23:44:53.073493+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloada	workloada		baseline	E5-16	655780	73.193	8.848	870409848	86.67	98368902	85251556	813337428	57072420	49153611	68140	870355876	74.83	461.63	783.59	44612185	768.97				305.5				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T02:53:08.662704+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloadb	workloadb		baseline	E5-16	1009794	47.532	4.188	1205395878	83.47	287815033	240234983	1050291718	155104160	144883055	57187	1205341811	66.84	138.40	486.46	76842161	162.91				306.1				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T02:58:17.301157+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloadc	workloadc		baseline	E5-16	1397389	34.349	3.756	1574593873	60.29	419241349	252764713	1306940494	267653379	252764713	54099	1574539774	73.49	166.49	228.32	95074949	0.00				305.8				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T03:03:25.558308+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloadd	workloadd		baseline	E5-16	2498700	19.210	1.089	775338276	91.96	712167797	654878013	474953103	300385173	295778701	55844	775283061	33.88	108.39	156.18	106269285	0.26				306.0				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T03:08:33.991259+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloade	workloade		baseline	E5-16	90224	532.002						0	0	0	23	0	65.13	165.71	821.00	117031458	0.00				305.8				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T03:13:42.196037+00:00
eval_20260913_e5_ycsb	E5-16_baseline__workloadf	workloadf		baseline	E5-16	547134	87.728	6.687	1097612635	86.34	164150031	141730817	1004930913	92681722	82894775	67793	1097558463	73.48	396.86	748.95	70898652	735.14				305.6				50	1048576000	53755	/work/vcomp/exp/eval_20260909_night1/E5-16_baseline	2026-09-13T03:18:50.238519+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloada	workloada		f2load	E5-16	667277	71.932	8.819	882731622	86.78	100095909	86858260	824797667	57933955	49900363	61024	882682574	73.60	417.85	723.80	45228148	636.66				305.5				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:23:58.401681+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloadb	workloadb		f2load	E5-16	1017712	47.164	3.812	1105709338	83.58	290065601	242440673	950430169	155279169	146035359	51831	1105660200	66.06	154.51	549.56	76945187	133.02				305.7				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:29:06.712890+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloadc	workloadc		f2load	E5-16	1482431	32.379	3.288	1462324848	62.84	444755494	279470179	1173804282	288520566	279470179	49138	1462275710	69.96	109.68	181.90	98817672	0.00				305.6				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:34:14.860988+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloadd	workloadd		f2load	E5-16	2542841	18.876	0.999	724269828	91.97	724747159	666548160	421315948	302953880	298875130	50218	724220266	33.93	109.23	245.62	105660947	1.06				305.7				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:39:23.130075+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloade	workloade		f2load	E5-16	139107	345.048						0	0	0	35	0	74.31	1135.99	1309.00	122822886	0.03				305.6				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:44:31.313645+00:00
eval_20260913_e5_ycsb	E5-16_f2load__workloadf	workloadf		f2load	E5-16	530451	90.488	7.106	1130872890	86.36	159145890	137442853	1040622112	90250778	80117886	60114	1130823777	72.63	436.03	800.48	68131812	572.01				305.9				50	1048576000	48915	/work/vcomp/exp/eval_20260909_night1/E5-16_f2load	2026-09-13T03:49:39.826541+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloada	workloada		baseline	E7-zstd	655970	73.172	8.558	842062759	86.67	98399443	85278412	784047837	58014922	50376456	19527	842057006	72.30	385.88	782.11	44660596	797.02				304.3				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T03:54:45.066050+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloadb	workloadb		baseline	E7-zstd	999197	48.035	3.908	1113000539	83.45	284807797	237677444	959068392	153932147	144598803	10582	1112994794	67.39	377.34	910.17	75286747	285.03				304.6				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T03:59:49.965081+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloadc	workloadc		baseline	E7-zstd	1613559	29.747	2.573	1245553486	60.29	484117745	291886632	945829055	299724431	291886632	5737	1245547749	67.37	163.46	343.08	107499017	0.00				304.1				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T04:04:54.324805+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloadd	workloadd		baseline	E7-zstd	2653114	18.091	0.855	646370784	92.06	756228977	696204586	322092770	324278014	321141844	6427	646365025	37.33	109.65	168.77	110536326	0.63				304.4				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T04:09:58.956664+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloade	workloade		baseline	E7-zstd	112542	426.486						0	0	0	28	0	58.24	480.00	821.00	102385619	0.00				304.7				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T04:15:03.885260+00:00
eval_20260913_e7_ycsb	E7-zstd_baseline__workloadf	workloadf		baseline	E7-zstd	566403	84.741	6.787	1153456280	86.40	169938718	146834112	1055490282	97965998	87689481	19562	1153450529	74.19	488.61	855.09	73226982	793.78				304.1				50	1048576000	5730	/work/vcomp/exp/eval_20260909_night1/E7-zstd_baseline	2026-09-13T04:20:08.217499+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloada	workloada		f2load	E2-4T	589446	81.429	7.811	690697246	85.78	88421560	75847067	641026972	49670274	43429272	65843	690648337	74.06	413.32	764.98	40164436	757.10				306.1				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:10:19.712951+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloadb	workloadb		f2load	E2-4T	1017324	47.178	3.996	1158708078	82.83	289982394	240191392	1004833078	153875000	144102406	52631	1158659085	66.60	150.90	509.17	80789502	152.16				305.9				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:15:28.263738+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloadc	workloadc		f2load	E2-4T	1538102	31.205	2.852	1316166571	63.99	461485879	295325378	1012278279	303888292	295325378	49032	1316117539	74.38	109.83	168.58	110788330	0.00				305.6				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:20:36.438338+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloadd	workloadd		f2load	E2-4T	2737790	17.531	0.754	588398670	84.14	780384387	656639812	296457092	291941578	289052084	50676	588348699	43.95	109.43	234.52	116239823	1.34				305.8				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:25:44.814746+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloade	workloade		f2load	E2-4T	132465	362.334						0	0	0	36	0	64.04	649.60	812.00	127800663	0.12				305.7				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:30:53.099562+00:00
eval_20260913_match_ycsb	E2-4T_f2load__workloadf	workloadf		f2load	E2-4T	503364	95.350	6.806	1028002850	85.51	151032739	129146870	943996804	84006046	74817045	63946	1027953748	72.69	370.11	706.52	65192238	669.95				306.1				50	4294967296	48668	/work/vcomp/exp/eval_20260909_night1/E2-4T_f2load	2026-09-12T15:36:01.787273+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloada	workloada		f2load	E3-u25	683732	70.200	9.071	930405694	73.58	102564424	75470802	882870976	47534718	38935242	18253	930400707	73.74	383.04	650.08	33951269	686.76				304.0				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T15:41:06.395609+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloadb	workloadb		f2load	E3-u25	1151046	41.698	3.919	1285779869	67.49	328100759	221445819	1160491334	125288535	113996651	9712	1285774888	64.55	156.02	482.41	42138591	170.91				303.8				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T15:46:10.481810+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloadc	workloadc		f2load	E3-u25	3078950	15.589	2.855	2637113732	24.74	923790417	228545949	2390730804	246382928	228545949	4980	2637108752	68.31	109.42	168.82	71203159	0.00				304.3				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T15:51:15.037000+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloadd	workloadd		f2load	E3-u25	4120633	11.648	0.841	988258481	85.74	1174522075	1007053675	566372338	421886143	416392352	6088	988253508	47.79	109.41	244.38	82708440	2.62				304.4				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T15:56:19.711938+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloade	workloade		f2load	E3-u25	150980	317.913						0	0	0	65	0	69.50	492.80	809.39	124859473	1.16				304.4				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T16:01:24.400147+00:00
eval_20260913_match_ycsb	E3-u25_f2load__workloadf	workloadf		f2load	E3-u25	618520	77.602	7.607	1411689740	73.22	185570832	135878802	1327514759	84174981	71241211	19217	1411684742	74.60	419.23	692.86	55814533	688.44				303.9				50	1048576000	4951	/work/vcomp/exp/eval_20260909_night1/E3-u25_f2load	2026-09-12T16:06:28.558831+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloada	workloada		f2load	E4-64m4	758839	63.253	9.527	1084506573	87.04	113831668	99083058	1016234074	68272499	58372908	18959	1084494710	71.20	323.92	587.70	51805447	435.05				304.3				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:11:33.507843+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloadb	workloadb		f2load	E4-64m4	1072564	44.750	3.800	1161791926	83.70	305725135	255900114	996228418	165563508	155869479	13151	1161780056	36.00	109.93	526.42	80443078	69.59				304.6				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:16:38.711308+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloadc	workloadc		f2load	E4-64m4	1565801	30.653	2.909	1366413256	60.68	469797587	285090264	1071637560	294775696	285090264	11878	1366401378	69.06	126.79	303.92	103808644	0.00				304.6				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:21:43.864838+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloadd	workloadd		f2load	E4-64m4	2718497	17.656	0.885	685507494	92.14	774863679	713944537	353147402	332360092	328933393	12580	685495591	33.98	109.33	222.29	112693112	0.13				304.6				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:26:49.011497+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloade	workloade		f2load	E4-64m4	149029	322.067						0	0	0	38	0	73.10	561.33	804.00	118966883	0.00				304.6				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:31:54.234388+00:00
eval_20260913_match_ycsb	E4-64m4_f2load__workloadf	workloadf		f2load	E4-64m4	608731	78.848	8.446	1542589925	86.64	182639312	158238677	1433887713	108702212	94732215	18020	1542578051	69.46	242.69	567.92	77569972	368.12				304.7				50	1048576000	11846	/work/vcomp/exp/eval_20260909_night1/E4-64m4_f2load	2026-09-12T16:36:59.486194+00:00
